nominal_0,nominal_1,nominal_2,nominal_3,nominal_4,numeric_0,numeric_1,numeric_2,numeric_3,numeric_4,score
15,14,3,27,16,3.6448244466088053,-0.05722518073458668,-3.0633194471460747,1.022298142043707,1.2048263673566746,4.8543235244693275
0,12,25,15,7,8.71330344746508,0.11896407594133065,7.347732715667321,0.2948961111896258,1.6273047560640392,12.633199168519727
1,7,25,27,2,1.7411862792027042,0.10878228162353418,8.931787860825873,0.4439414990595293,-0.3747617691543115,6.141831877394067
23,12,4,27,4,0.17345748732901933,-0.04021167650158292,-9.550937132225382,-1.4420604701516493,1.9096502887864544,6.114405862721771
21,12,23,12,4,6.538247890725394,-0.05106402795703261,7.239203861556181,1.3429983890334103,3.6070509673274813,2.7574202765529687
22,11,14,5,4,4.658152719585984,0.08567025506062188,-6.4435728732448725,0.5376605565460479,0.7544198941846659,-0.2582444449643329
11,12,4,28,2,1.9140464124737888,0.0882679382971231,-3.012779999271811,-0.6985363879334913,1.2875159021289726,-0.5874120907770726
1,15,9,12,4,1.3907081268188424,0.021682037813290558,-7.46835811936709,-0.2611469125813164,1.4631827400834243,9.744552033977296
1,9,0,12,1,4.385446885849807,0.018636152733239354,8.378662201214661,1.0835749459985564,0.712948530709379,-0.016700540135060893
6,9,2,15,13,-0.4221167820409697,0.11434777733385651,2.5406964756193786,-0.4341913050234991,0.019509297064486564,23.77862874950717
4,11,23,27,2,3.042021742930648,-0.029789225573486483,5.66397257888434,-0.5152656376095262,0.8162883231643603,5.553553357493385
20,9,16,27,4,3.074214338009091,0.03434355224346742,6.973242893344027,-0.8140250558852544,0.3848561310572549,6.709344996092914
29,16,3,28,1,1.131248976561629,0.012102273500024793,6.872521271955095,-1.6136156967693047,0.38265839495341214,0.49209475222465443
29,9,8,15,2,4.936073039642455,-0.0426309625409599,0.3258727312015781,0.8441254180741368,0.7146563860353754,12.302824561297976
29,4,4,27,4,2.122168399595851,-0.04291885999472688,3.4238581079184,-0.48189822067946175,-0.02220635447386643,1.6958469023417813
0,9,16,27,1,2.0866022516358926,-0.026859706585032644,9.217173212607921,0.1666615409800504,1.5069295239109821,10.45182973419622
11,12,17,9,2,4.103448223953107,0.013461883020391124,2.803751817075172,-0.9115603786835335,0.20951175265419453,2.6533957246216326
11,15,8,27,7,6.277906701641996,0.030616572079589798,3.27982594728779,-0.8360006991060235,0.9077690900675603,18.370855491236664
6,7,25,28,2,1.6535957442870162,-0.053094717007375815,5.279880548921387,-0.33599054138909407,1.7397358906915905,8.649682074821536
25,11,4,14,2,4.039257628464099,-0.05738203347550138,-5.247574109376342,0.6829810685347307,1.6651187343512122,10.950993964230355
13,12,16,13,14,4.150970847614871,0.10686787238912401,-8.933654460331505,-0.10823083812761503,1.5102702923733349,16.383895844667492
1,16,6,12,0,5.9950520943551915,-0.003967076375359892,-2.0312754534755353,-1.4374593107981744,2.5012646269376653,18.69729225851222
1,12,18,27,4,0.9148574241843577,0.1539842125922698,0.12583445086320322,0.04139727235059726,1.7606723228350811,26.432739100534604
4,11,9,28,4,4.172172672514877,-0.11592553688085883,1.1227173031312567,-0.6140228447471525,0.8387292088199885,-0.09868582808460902
13,16,9,28,1,3.3370595512560333,-0.049206427213774044,13.169163530372913,0.7829903367314897,1.0077126040513813,1.2911563329439024
6,21,23,28,5,5.109747472086839,-0.0600927189871869,3.01031150887701,-0.48185332485382404,1.109920849283345,6.125985069372506
27,12,25,27,2,1.012384915440023,0.05979381599415195,3.9732179460714354,-0.24466039425988534,1.3169036587581249,6.998108108499023
18,16,4,27,4,-1.9620232145255816,-0.06085123199186925,-4.9611658904249385,-0.6153492802991541,1.5655949756699012,1.7433284546538035
6,9,23,25,0,1.2218703376270115,0.09785073679471898,9.440255287855035,0.6555232261300622,2.788977229121696,24.46455339650789
4,5,3,27,4,4.950221123776894,0.01687470964106957,-4.026056910313222,-0.8181015403062885,2.3740091250495463,1.3119970607781126
18,9,4,14,0,-4.635931541215229,0.029719443947091705,-1.72128536239129,-0.32247339470902586,1.134953640221011,5.921080342250352
11,12,15,27,4,5.285671555276659,0.043074171573081396,-6.8274147213476,-0.6103965336010728,1.8131993204024504,5.8234974892174245
25,17,20,28,4,0.25650360727655164,0.051373762049441496,-12.315484344759847,0.46851384127954854,0.5808428993285868,6.822234534754472
25,3,26,30,10,4.187366417303222,0.05339847846322856,4.012657595600696,-0.422043352471432,1.433285376499742,13.805016927265605
25,4,8,12,7,3.281138319735462,-0.022236570719986075,11.992980360838914,0.15660292892920988,0.47562295191155524,0.917222335127264
15,12,16,2,2,2.584960558580628,-0.012821964823118565,-7.57166640438733,0.19364225335262833,0.3108556348298368,3.834519519164453
15,11,3,28,12,2.692701741885072,-0.07787780849667239,5.0783201935518525,-0.33500178399671254,2.7047246140522208,27.78429598132513
6,15,3,22,13,1.0537653906095856,-0.1419476988140538,0.01031162864000601,0.7092714846935627,2.565317754838631,6.334228749596508
24,11,25,6,0,3.3705666971868418,-0.008731974566921076,1.9073570725412745,0.24679849666493678,1.503633856642272,14.793089499418368
6,12,14,27,5,2.39804698426277,0.018529103394823367,1.335516129084572,-1.310369220674227,0.8381159784423003,1.2540131635078093
15,3,8,12,16,0.3293729139369739,-0.061381830928019666,-7.507704307057467,-0.7539529158109707,0.14458528295606898,15.910944171267422
11,12,3,14,9,-0.9422334096515481,-0.022273257970387525,12.322556884832949,0.11734298754981168,1.0306785434793064,7.033507350016723
28,11,23,28,16,-0.3706357008462726,-0.025305266651391926,3.0367237565912992,-0.15482000785254024,1.5581829750538996,11.843160514641944
13,6,11,28,1,0.6566744372161128,0.07980894609197214,-3.1301230241913203,-0.5211751537789108,0.982577938437692,11.616186539815914
4,11,0,27,11,0.6175782243744874,0.15337082802862786,-0.8284423738604836,-0.6558269117912442,0.3206812198635356,14.104734416410176
11,12,3,11,5,4.605963736060328,0.0008424366607639976,-12.78692747171203,1.287727521717418,1.7225235064476565,31.315917648695574
11,16,23,25,4,2.1420323746637275,-0.0022736229818807914,-9.316127982713214,-1.3995977558371673,2.416518212050705,1.0033275851526997
8,16,8,15,0,3.0442710863574254,0.12652243965129456,1.10326679546094,0.21068940254106952,0.8270185678319224,0.6649421010685724
11,5,23,13,2,3.99405383650884,0.10560297403413935,1.9137960040042346,0.21585010787886458,1.1182242278800814,0.38974190236386086
4,14,23,25,11,6.536474869176246,0.0799412447151742,2.362513212608425,0.5994878335696633,2.4582210555593105,5.931813246607394
11,12,17,28,16,3.878696101931288,-0.03259186861036344,12.246391671200593,0.1549141520044048,1.312517288272739,0.5018254136974941
1,15,26,4,16,1.8330309075651294,0.036395454975566816,8.209649970390664,-1.2323548963013093,0.6010032295177394,0.21694354013333944
20,3,4,27,2,0.9660518892995118,-0.23546485440359685,1.1908840886082994,0.22810487998126114,0.8927722933764985,3.2701046999584427
11,12,3,22,2,2.36381247169411,0.010836301504823459,1.3466885171766774,-0.4986467881419867,1.9849284614174245,2.3777532720924484
15,12,20,27,16,2.919197805295573,-0.048826066412695594,-12.530326745015149,0.007961553900867696,2.0162941069490747,1.5447884632157969
24,11,24,12,1,4.053478320771882,0.06586271713007716,-11.003273436001225,-0.7371040948916104,2.4664577768920655,5.166515410953567
23,12,3,12,16,5.582348523601024,0.033044126577818564,-2.2612916831092367,0.9663725183859885,0.6134970136637724,11.757238359765859
15,11,25,27,16,2.055922809284383,0.2109052987398984,-7.061327700688923,-0.6488262145168356,2.084194807901432,5.9093431433523795
21,12,2,2,4,1.494454689661451,0.048684283971323516,3.7079865545023916,-1.6199605206608843,1.9239347168653729,1.070946572587232
11,16,3,0,2,7.723671949311091,0.040890877572578956,-1.3862111212256412,0.1468986304864839,0.17034135161934927,40.141297293350036
16,16,25,12,4,3.288333873850156,-0.02193427574835337,9.17462035717161,0.34107760064894943,1.115687059224244,2.1462794838167145
1,15,23,28,2,3.6542835449519364,0.0554718631197085,2.3435272372520615,-0.5618640857862334,1.4424802331436202,0.20357076088703674
1,12,4,13,13,5.281263909309836,-0.01250781025746344,3.5025749201114573,0.2750809217169613,1.266674375127228,11.239522179293623
15,21,4,28,0,5.794203070459272,-0.044923983321817566,-2.073087524833433,0.9497933344667576,0.7459929095288111,3.2756115835359165
11,15,3,28,2,5.191136309984781,0.023645407023947275,-1.7886429062692366,-0.36361087958775196,0.4132166590407731,12.799973683689501
1,9,3,28,4,1.842001689421421,-0.10968702221184673,11.380078465569044,0.8368258896569326,2.897753312764305,5.595562480942456
1,12,4,19,4,2.676462012670683,0.019779556109251722,9.07011089393742,-1.6183979057957476,0.40605732213030243,-1.3880893572886488
13,9,17,15,10,3.1129093327944632,-0.05096501953361957,-3.27023116476349,-0.101820141410541,0.37693864023191037,9.555554540970236
15,21,23,15,7,1.7024482400545384,-0.12368197106212184,7.081093949956519,1.1240440340436368,-0.5848803834836234,4.566735829109679
6,3,3,27,4,2.9552886190245182,0.0037586915970737565,7.5777952209685004,-0.21129649599707587,1.8896227199965179,5.899004482447026
13,9,14,12,4,0.7788980837964412,0.07048348545115923,4.134558175793006,0.2751219904841885,1.7262888608750726,1.3853509843195646
1,15,25,12,2,2.7073656168161473,0.04358952748181087,6.0070417448605005,0.18086875129078536,1.0796015463681423,8.708367264781094
18,12,23,27,2,1.7295140333222503,-0.07408490060619044,9.885882495468385,-0.33993317673519097,2.2659020600341893,-0.24615486467225267
1,12,23,28,2,4.146408621172554,-0.07495268700934743,0.7454119585187303,-0.05053365552763539,1.7225883152049009,27.591529837921687
29,4,4,27,10,4.642784085806738,0.09197569784956225,1.8400585487609882,-1.0723461114600965,1.4579713436949087,37.13092487086921
6,3,23,25,2,0.515350611594521,0.168323789990707,8.422404391551627,-0.8863237288853232,0.4691547415426931,26.608063099590712
15,4,20,1,1,3.8582246972193017,0.07705626373270896,7.897442180614002,-0.01889454587022732,0.6477334877902666,-0.341750252486359
6,11,5,28,13,-0.2608057131963619,0.04819128070260793,4.237890450577448,-0.9847278495036403,1.208316786482333,6.532437070712615
18,14,3,27,4,6.651141360701975,0.08014361030207592,3.814450745489422,0.4251163520874248,0.8462744539812155,19.58225873252352
13,16,9,12,0,2.1484452220608716,0.025455724775321514,6.582750874298302,-0.4390361093194016,0.5018869004579102,12.150696706890487
6,15,20,28,4,2.6685961616060228,0.0749399425004583,13.752213790029243,-0.054300189365986545,2.8674646249691995,1.1612377106384466
15,4,4,27,1,2.8386369356719654,0.03346321518639385,4.831891723298446,-1.1718579109166045,1.4125111079087633,5.271934245043599
5,15,3,12,13,2.0103952860557666,0.13874822362173636,-2.2647250107808823,0.8160194938292561,0.4272712110968907,2.0722593845905295
4,22,23,12,0,1.343270565341571,-0.09317566694780496,0.3951549134932708,-0.4025759241846987,2.083732263047397,8.891036896681314
1,16,6,12,4,1.1797041624389955,0.004539239426689528,3.2003228261618815,-0.32503828172199134,2.3730448380595703,18.839766655512676
18,15,23,12,2,4.331001523218066,0.12142646230582374,-3.3728045303417993,-0.32252139594349966,2.446650154942742,6.689569883796169
18,21,17,11,2,4.565897076098778,0.04106230513341832,-1.6992154784152607,0.5571369680972188,2.6267190752362675,4.913728129400453
25,0,19,27,9,3.668047553695853,0.0155214154692702,4.23473197583834,0.3229003801643797,2.6337163460402193,7.2104082028063345
6,6,20,27,10,1.5148180396981488,-0.028887931661343562,0.06017456673309929,-1.1216355424993099,0.7543336522166796,4.096571649470448
21,12,16,15,16,1.881255492835508,0.05007143555019074,-6.662657669541608,-0.8140030521405099,2.450252575382991,1.7866875602729682
11,15,4,28,16,5.505179008326902,0.0910148753823797,-2.6517271340103967,-1.5486689143607084,1.7778279872003364,1.0470101387155248
23,16,20,22,13,0.643690343145777,-0.0037180085419354983,1.4881223216463035,-0.4112000126801844,0.6670841861097306,10.092820665403591
18,5,4,12,4,4.059205424762687,0.023922169573138124,-4.6364034056070125,-0.05661008962705669,1.3252922231419801,22.963909709206504
11,9,23,27,2,4.641804816384449,-0.03746834373974699,7.748117174023326,-0.491338775839365,1.449161161656375,6.10530404154716
6,3,8,28,0,4.191787819645115,0.04140400928118307,-6.907885533827675,-0.14360645057672033,1.2199697653731207,5.916950973807128
1,9,25,12,4,3.6670767870304646,-0.02183410020693201,-3.1026841383422017,-1.2014704196137522,1.9811157079720485,9.535143301070944
18,9,0,12,9,-0.7186506867817561,-0.02383732142280167,1.9381236213419397,-1.0948722103341562,2.3299570369801548,7.30428477818845
18,4,3,22,7,3.388463443158809,-0.04845348348052191,3.0989900675084643,-0.2857926115277416,1.8466393341660998,-0.009262145380367848
24,12,8,28,4,3.2549242422940203,-0.09390098460903346,3.415328551579976,0.03123975041786195,1.237916283245004,4.227849595257678
24,12,16,27,2,3.928660479463655,-0.014447920718685246,5.785756687521352,0.24956026064495992,0.9750928922672928,8.771045304307243
6,11,2,14,3,5.56449213295808,0.021515325443049148,-11.693298051713228,0.5217389068255133,1.9419860496639303,23.00382571533711
13,14,4,28,3,7.796037298740422,0.0876912589208923,9.780490163231084,-0.666735787427378,2.8498791785859456,4.567879803992011
4,3,20,12,4,7.085717683812317,-0.013436301088298644,0.6788588621891194,0.9337535676074163,0.37666971028623486,9.519867210949986
5,12,23,27,2,5.01958091106471,-0.08065499776921703,5.177458127180514,0.6885380006562164,1.4094512998425741,23.20834245282665
13,9,4,27,0,3.092617983280253,0.060968147913561234,10.919713145769647,-0.5261536783177347,-0.23170819781095164,5.496802214259271
21,9,4,27,4,5.4237141530422015,0.1345194367646479,1.9009438457962926,0.14823522508650824,2.622507901005744,10.489785811526298
11,11,4,30,2,-1.142310124519088,-0.015279182970103979,5.3811785033768444,0.00979978514468835,0.23071622854614082,3.438746506744229
29,7,14,28,16,0.8187167660276753,0.08027879226285616,-3.0499061555290057,-1.1893893130896311,0.9470828606545902,5.667380441398681
1,12,4,11,4,3.014936787028695,0.09429743939602372,0.42524300267201975,0.38341233893957616,0.3368628097020122,3.7905966228357073
1,2,23,28,2,2.828940402184183,-0.009660216065257271,1.1611799897342028,-1.5245865086846628,0.5429257953663924,10.337204271635446
25,12,23,28,1,4.863197452545744,-0.16585877394196352,4.837016511349311,-1.0328898390296615,0.8753784592906275,12.180639885292736
24,9,5,27,0,1.8710830449450988,-0.09522204431197548,8.03496638373284,0.7008248598719907,0.38934214458215743,4.42583167113884
25,24,22,13,1,2.5019636364976647,0.031298180856506215,-4.085083365888131,-0.009098425880460476,3.4546816056588145,10.22230446026941
23,14,3,27,4,5.368001838127153,-0.011263004931924628,-3.896041368154327,-0.7699719548953479,0.4369605292910532,31.080683693149673
1,4,23,28,0,2.7426155536166585,0.13625388704983177,-3.439052798144636,-0.5856794767577926,1.2412457585494088,18.14880949012745
7,9,25,17,2,1.4375484217475203,0.07952070556032718,13.308658951104452,1.706288503461805,1.31761460093277,15.565610384490796
6,9,3,28,0,1.216067142231924,0.08334798761282425,6.16540456120862,0.11002405896135978,0.034320743124137465,5.650450826485961
1,24,23,28,16,1.227239186079994,-0.03060051637474441,-0.22751174572437005,0.0748531320158495,-0.44048596692662434,2.203034149428215
29,7,3,22,4,2.4581089133552583,0.03853074357540884,-6.62403265205691,-1.059873253111398,1.2244610395662434,27.731459394261435
24,12,19,15,4,5.152038121579194,0.012550121858607608,-5.86155242589762,1.1252716678305135,1.1323262043142421,3.9058569278006408
0,24,4,22,4,0.3529724710485098,0.09521310326445417,-4.4412460261573825,1.286380896598313,0.5111087400161775,8.766912839524606
