Order-Date,Ship-Mode,Segment,State,Sub-Category,Quantity,Unit-Price,Unit-Cost,iforest_score,precipitation,temperature
2016-09-17,Standard Class,Corporate,California,Phones,2,36.792,32.6529,0.3936870888307171,3.2818139679798684,50.14758956858131
2016-09-17,Standard Class,Corporate,California,Paper,1,6.48,3.3696000000000006,0.3783701748186243,4.480399276543255,68.56189256194422
2015-01-31,Second Class,Consumer,Minnesota,Paper,1,12.96,6.739200000000001,0.38091996279460816,4.667118511447744,61.05421290089213
2015-01-31,Second Class,Consumer,Minnesota,Furnishings,2,26.67,18.402300000000004,0.38011413931873084,0.23023641977109113,45.76520455439285
2015-01-31,Second Class,Consumer,Minnesota,Binders,1,32.96,16.8096,0.3990641180427347,3.944251251496419,60.24269431432088
2017-11-06,Standard Class,Home Office,Oregon,Binders,1,5.682,9.47,0.3824843059794792,2.4356123462913044,81.01672545671029
2017-11-09,Second Class,Home Office,New York,Furnishings,6,16.088333333333335,9.331233333333333,0.4304796306355622,0.052926898191249065,45.62444051415644
2017-06-17,First Class,Consumer,California,Binders,2,25.656,16.6764,0.37867104129578855,0.916253441510103,19.344805749336874
2016-09-06,Standard Class,Corporate,Minnesota,Appliances,6,12.979999999999999,9.2158,0.42687792803533536,3.949652160161159,9.674941191327122
2016-08-29,Standard Class,Home Office,Illinois,Paper,6,10.770666666666665,7.000933333333332,0.4222835279229975,1.1199714911925704,74.84272162270652
2016-08-29,Standard Class,Home Office,Illinois,Accessories,2,47.988,53.38665,0.40896472675786144,0.11702643820832911,14.171028614273158
2016-08-29,Standard Class,Home Office,Illinois,Binders,2,0.894,2.4138,0.39435009450943365,0.08809408808613896,12.47153695333165
2016-12-01,Second Class,Consumer,Minnesota,Paper,3,7.973333333333334,4.066400000000001,0.3774788080000403,0.7213375616543602,33.57878653420809
2015-11-13,Standard Class,Consumer,Colorado,Accessories,2,119.448,132.8859,0.4552150914771644,4.870193123088053,45.341873648295625
2015-11-13,Standard Class,Consumer,Colorado,Furnishings,2,51.18,53.09925,0.4060785206538446,3.681420415506975,58.47460834991308
2015-11-13,Standard Class,Consumer,Colorado,Binders,2,18.441,31.3497,0.3943550190654411,0.7404511516485127,73.7961616691057
2017-11-23,Standard Class,Consumer,North Carolina,Accessories,5,14.822399999999998,11.302079999999998,0.4038585080877464,3.6249377227493413,60.28517627980239
2017-11-23,Standard Class,Consumer,North Carolina,Phones,1,27.992,25.8926,0.40118209828400675,1.764685090304937,96.63151623764216
2017-11-23,Standard Class,Consumer,North Carolina,Art,1,3.304,2.2302,0.3911638024582963,4.841214598380937,20.06488062384374
2015-10-15,Standard Class,Home Office,Illinois,Accessories,3,113.32,90.65599999999999,0.4374692446971976,3.91642792602307,69.4051923556004
2017-12-25,Standard Class,Corporate,New York,Furnishings,2,20.98,15.525200000000002,0.372854009613108,3.1124861820438365,29.195048679067554
2016-11-03,Standard Class,Consumer,Iowa,Art,1,75.96,53.172,0.4211862296831434,0.280697950729753,94.42984684691834
2016-11-03,Standard Class,Consumer,Iowa,Binders,1,27.24,13.892399999999999,0.6620009109092491,3.9994628253193105,9.842046364636872
2014-08-25,Second Class,Consumer,Ohio,Fasteners,11,3.645090909090909,2.3237454545454543,0.6278714215675909,3.4122303251410844,70.72082103532168
2014-08-25,Second Class,Consumer,Ohio,Envelopes,1,4.72,3.0679999999999996,0.37913347026493366,0.5502099048413087,53.32552465376628
2014-08-25,Second Class,Consumer,Ohio,Paper,1,23.976,16.4835,0.6706605463342796,3.9064736050930913,30.195889602116456
2014-08-25,Second Class,Consumer,Ohio,Envelopes,4,32.616,21.6081,0.4043228049580636,4.910957746063688,78.07937737426393
2015-03-02,Standard Class,Consumer,Washington,Tables,2,393.765,311.07435,0.5501578819536338,4.076273504731212,73.57077262665776
2015-04-05,Standard Class,Corporate,Tennessee,Binders,1,157.794,273.5096,0.5322425793075757,1.6249241811700166,85.67391584962445
2016-06-12,First Class,Consumer,Delaware,Furnishings,2,23.52,14.347199999999999,0.37759771693374733,0.10586583935447376,83.87730034662839
2016-06-12,First Class,Consumer,Delaware,Binders,3,10.28,5.654,0.3764119559866387,2.844666486534053,88.69063242402838
2016-06-12,First Class,Consumer,Delaware,Storage,5,45.312,32.62464,0.43291046287689633,0.6078093752679524,43.989858019889745
2016-06-12,First Class,Consumer,Delaware,Envelopes,8,14.3775,7.9076249999999995,0.5020026507514808,2.8990477069025364,89.34934031794964
2016-06-12,First Class,Consumer,Delaware,Phones,4,17.01,12.077100000000002,0.39358240864237,2.0926148988591935,24.794315137798552
2014-12-26,Second Class,Home Office,Texas,Chairs,2,300.279,304.5687,0.5225696399758475,1.141526581656265,13.55692706891216
2014-09-20,Standard Class,Consumer,Illinois,Tables,5,123.54,205.0764,0.5288576325323768,1.194239314520533,60.759283976206476
2017-11-05,Standard Class,Consumer,Arizona,Binders,1,2.388,4.2188,0.39220528672419464,3.4741902444038204,53.00212807433079
2017-11-05,Standard Class,Consumer,Arizona,Storage,6,40.66533333333333,35.582166666666666,0.45740090298209873,0.12314830620629277,59.11435969347388
2016-11-06,Second Class,Home Office,California,Chairs,1,81.424,90.58420000000001,0.8396799041547732,3.421076836392972,31.268959498244637
2016-11-06,Second Class,Home Office,California,Furnishings,2,119.28,106.1592,0.43916940210841415,0.8205789345526213,88.47441073874198
2017-02-02,First Class,Corporate,Ohio,Phones,5,11.994,14.3928,0.4104866452205428,4.438811186428351,65.91206674934708
2017-02-02,First Class,Corporate,Ohio,Paper,2,39.152,24.47,0.3987327459307082,0.8173706827636318,55.43491913598672
2017-02-02,First Class,Corporate,Ohio,Fasteners,9,2.384,1.6092,0.554110883499909,4.338879233863357,27.726725031019864
2016-10-13,Standard Class,Consumer,California,Paper,1,20.04,10.4208,0.388978058569271,4.630273416256688,57.47103516194405
2016-10-13,Standard Class,Consumer,California,Paper,1,35.44,18.783199999999997,0.5481974267295335,3.1287030808394705,11.50791353856261
2016-10-13,Standard Class,Consumer,California,Art,2,5.76,4.032,0.3655450684897946,2.6799344486215055,44.823584507522845
2016-10-13,Standard Class,Consumer,California,Fasteners,1,4.02,2.0501999999999994,0.38922372589633436,1.2312449783899606,89.90764526841362
2016-10-13,Standard Class,Consumer,California,Binders,2,38.088,24.7572,0.3987327459307082,3.580856659679589,75.18869850405522
2016-10-13,Standard Class,Consumer,California,Supplies,5,13.175999999999998,9.48672,0.40723338991848845,3.356361792379087,77.84061452347301
2016-10-13,Standard Class,Consumer,California,Furnishings,13,3.316923076923077,1.7247999999999997,0.666182257959471,0.34447634613753964,34.62323810110418
2016-09-05,Second Class,Corporate,Pennsylvania,Furnishings,2,41.4,36.225,0.3987969073231027,1.2796764842167936,68.24114564446207
2017-09-18,Standard Class,Corporate,California,Art,3,2.94,2.1462,0.3844961175121026,1.5862012941312267,84.67638615096159
2017-09-18,Standard Class,Corporate,California,Envelopes,3,3.6199999999999997,1.9185999999999999,0.38319195543771395,0.8675257934716746,47.76188034452213
2017-09-18,Standard Class,Corporate,California,Paper,3,47.9,24.907999999999998,0.4138371641789931,1.7842175848945094,83.87474331752495
2017-12-22,Standard Class,Consumer,Missouri,Appliances,2,419.715,310.5891,0.5627068323932958,2.9954922572284506,79.17019832864494
2015-09-07,Standard Class,Consumer,California,Storage,5,134.386,130.35441999999998,0.494876047006452,4.472084232642752,68.02927520692256
2014-10-22,Standard Class,Home Office,Ohio,Furnishings,2,46.944,40.489200000000004,0.3951827411290732,4.014641935403049,49.816481960664106
2016-12-05,Standard Class,Corporate,Wisconsin,Phones,11,34.949999999999996,25.5135,0.6408189939444238,4.615879446221753,72.2581075329015
2016-12-05,Standard Class,Corporate,Wisconsin,Phones,3,49.99,47.9904,0.414646833383331,3.9086559746191125,39.28783883358582
2016-12-05,Standard Class,Corporate,Wisconsin,Chairs,8,243.98,170.786,0.6126406259476486,1.8047017373169387,47.5321092768248
2016-12-05,Standard Class,Corporate,Wisconsin,Binders,5,34.31,18.1843,0.42374428276672804,3.334102318273039,21.397417688658514
2016-03-13,First Class,Home Office,Arizona,Appliances,2,78.96,70.077,0.6715847780758892,3.8386209062429093,22.75855624517939
2016-03-13,First Class,Home Office,Arizona,Phones,1,203.184,187.9452,0.4843790011477074,1.3597206992879947,19.257186945951645
2015-05-31,First Class,Corporate,California,Paper,7,8.34,4.587000000000001,0.4582858503155974,2.2290986570628837,44.80230182132767
2015-05-31,First Class,Corporate,California,Paper,4,26.38,14.245199999999999,0.4014366888359184,1.881802872865552,80.4761607018036
2015-05-31,First Class,Corporate,California,Storage,6,13.479999999999999,9.9752,0.4295718316184327,4.533695768027032,11.85316672981037
2015-05-28,Standard Class,Home Office,Washington,Art,2,3.315,2.41995,0.37677118557148886,4.8137394769587045,89.48414200095732
2014-03-01,Second Class,Consumer,Washington,Chairs,1,457.568,406.09159999999997,0.5747435468248769,2.4707074784475442,50.80186259781883
2016-11-20,Standard Class,Consumer,Oklahoma,Labels,1,14.62,7.748599999999999,0.381403421293304,0.8666241791669388,11.412008180310279
2016-11-20,Standard Class,Consumer,Oklahoma,Phones,5,188.986,141.7395,0.5179433794616906,1.8387620506264715,47.98662048152291
2016-05-11,First Class,Consumer,California,Paper,1,5.98,3.2890000000000006,0.3772332044778614,4.6974875421496005,45.84972045156326
2015-12-28,Second Class,Consumer,Pennsylvania,Accessories,2,27.192,26.5122,0.39837219096849746,0.0,28.4606084868241
2016-11-16,Standard Class,Consumer,New Mexico,Envelopes,2,14.2,7.525999999999999,0.8185623412185172,3.679424017329159,28.038060040719323
2016-11-07,Standard Class,Consumer,Washington,Binders,1,27.68,17.991999999999997,0.39312829056814674,0.9168705828960441,72.59544757107285
2014-09-08,Standard Class,Consumer,Texas,Art,2,4.968,3.6018,0.3660694833598442,1.3414646224311624,58.53005308012465
2014-09-08,Standard Class,Consumer,Texas,Machines,7,1165.7074285714286,1359.992,0.7998960606250983,3.1398358666361283,82.59350335545838
2014-09-08,Standard Class,Consumer,Texas,Storage,2,137.964,167.28135,0.4697015814613103,1.8743889779123466,31.867812384658137
2014-09-08,Standard Class,Consumer,Texas,Chairs,2,870.03,882.459,1.202509537794758,4.098979496931184,14.22121178528738
2014-09-08,Standard Class,Consumer,Texas,Art,1,32.064,25.2504,0.4058997515806981,4.608675209074192,9.615394795916984
2014-09-08,Standard Class,Consumer,Texas,Appliances,4,44.495,157.95725,0.4950684563584335,0.47369923528610997,86.93548304459927
2014-09-08,Standard Class,Consumer,Texas,Phones,2,71.988,67.48875,0.4117067704453896,2.4366178741208633,83.76736165551849
2014-08-05,Standard Class,Consumer,California,Paper,2,10.47,5.549100000000001,0.3663156931490106,3.2791977881782883,49.655531558681176
2014-08-05,Standard Class,Consumer,California,Paper,1,110.96,57.69919999999999,0.4481741671971008,1.5209605112733988,87.97581859512037
2014-08-05,Standard Class,Consumer,California,Chairs,1,340.144,318.885,0.5459389113435344,4.781804628028906,18.151788846759352
2014-09-14,Standard Class,Corporate,Illinois,Appliances,2,26.224,91.784,0.4353650290772263,0.7297682995261702,13.504998647170282
2014-09-14,Standard Class,Corporate,Illinois,Labels,4,5.04,3.402,0.38355601035454406,2.343342449553467,53.56791887293568
2017-04-21,Second Class,Consumer,Texas,Appliances,3,32.42133333333333,113.47466666666666,0.45195423396375034,3.1581609761744374,96.73514200215027
2015-11-21,Second Class,Consumer,Ohio,Chairs,4,99.2005,102.0348,0.44582683868813366,2.277996427168169,10.726709273983575
2015-11-21,Second Class,Consumer,Ohio,Supplies,4,3.97,4.9128750000000005,0.38959377844400817,0.9683353146640319,29.82326332417634
2015-12-15,Standard Class,Home Office,New York,Art,1,3.28,1.8695999999999997,0.3920035793564098,0.0,43.006389546865776
2014-12-05,Second Class,Corporate,Illinois,Storage,2,12.408,11.4774,0.3678309742692346,0.31586372490516995,75.7075291004418
2014-12-05,Second Class,Corporate,Illinois,Accessories,7,58.392,47.44350000000001,0.5050589255887303,0.9431470947390473,23.311445530032497
2014-11-19,Second Class,Home Office,Louisiana,Phones,3,167.98666666666665,124.31013333333333,0.45962077596750567,1.195414684694172,35.83852520888129
2014-11-19,Second Class,Home Office,Louisiana,Phones,3,49.98333333333333,35.988,0.6095413323028976,2.9732595432702538,29.630608412174933
2014-11-19,Second Class,Home Office,Louisiana,Accessories,1,29.0,21.75,0.39429052228797423,4.880087967438969,43.508216013575094
2016-11-28,Standard Class,Consumer,Connecticut,Binders,1,7.16,3.7232000000000003,0.3779482950098693,0.7094792980136141,75.56638531053304
2014-08-26,Standard Class,Home Office,California,Accessories,7,25.25714285714286,21.973714285714287,0.4759416096279038,0.5011560009185753,79.78808827745969
2016-07-16,Standard Class,Corporate,Texas,Storage,3,12.408,11.1672,0.37988558968715247,1.295210575949205,94.11014591589726
2016-07-16,Standard Class,Corporate,Texas,Paper,3,6.672,4.587,0.3740346546628995,3.4858507758293085,37.233569115803164
2015-10-12,First Class,Home Office,New York,Bookcases,3,299.712,262.248,0.5287437168060662,0.145302276045137,54.74737765086562
2015-10-12,First Class,Home Office,New York,Phones,5,14.352,10.333440000000001,0.4049221510631838,0.3195518460958104,72.05924776444294
2015-10-12,First Class,Home Office,New York,Paper,7,7.405714285714287,3.8509714285714294,0.45633563137198474,0.3014322313842792,64.70183387752922
2015-10-12,First Class,Home Office,New York,Bookcases,2,313.176,289.6878,0.5251862286440189,0.17196829076555442,64.43589835051964
2015-10-12,First Class,Home Office,New York,Art,4,4.975,3.3332499999999996,0.3839465401972601,0.1870522731705384,54.75328299572294
2015-10-31,Standard Class,Corporate,California,Envelopes,7,2.04,1.0812,0.48207902152884496,2.1374010805234525,55.797947430213036
2014-03-21,Standard Class,Consumer,Ohio,Art,1,7.408,6.2042,0.7862039709726195,3.9568739565185074,19.917422153186266
2014-03-21,Standard Class,Consumer,Ohio,Art,2,3.024,2.2302,0.37677118557148886,3.0053760322361605,47.78927681394414
2017-11-06,Standard Class,Home Office,New Jersey,Storage,1,46.26,34.2324,0.7786950762029272,3.1556980365642135,32.7246558440205
2017-07-06,Standard Class,Corporate,Pennsylvania,Binders,2,1.473,2.6023,0.389426660674171,0.06287388203063429,85.0211406511485
2017-07-06,Standard Class,Corporate,Pennsylvania,Paper,3,5.352,3.4119000000000006,0.3739969808967356,0.0636355315694934,78.87476879793931
2017-06-24,Standard Class,Consumer,Ohio,Paper,1,21.744,14.949,0.38273849673689375,4.57654861979543,44.79432635748435
2014-08-03,First Class,Consumer,Colorado,Tables,1,218.75,380.625,0.5501826202776388,2.334477939381401,93.6636796253235
2014-08-03,First Class,Consumer,Colorado,Appliances,1,2.6,2.3075,0.39487917503437336,0.9631282277452193,87.38313067191439
2017-12-17,Second Class,Consumer,Texas,Appliances,1,66.284,245.25080000000003,0.5190353878754128,0.5389701221841141,40.035481898572655
2017-06-03,Standard Class,Corporate,Tennessee,Furnishings,7,5.024,3.6424,0.45899835769418157,4.318720899809417,67.62203631895666
2017-12-09,Standard Class,Consumer,California,Phones,3,148.256,133.4304,0.4575784207736642,0.822472652312046,48.31502132393398
2017-12-01,Standard Class,Consumer,Michigan,Storage,3,27.973333333333333,26.015200000000004,0.3996287601341057,2.84236814679739,56.43355250680689
2017-12-01,Standard Class,Consumer,Michigan,Phones,1,131.98,96.34539999999998,0.45472408027870426,1.3108131938056984,87.62654690706643
2017-12-01,Standard Class,Consumer,Michigan,Binders,1,15.92,8.4376,0.37976237344439845,4.4252231488521705,38.6603499528274
2017-12-01,Standard Class,Consumer,Michigan,Fasteners,7,7.47,5.1543,0.4527301706440921,3.612336931489781,77.54989032825837
2017-12-01,Standard Class,Consumer,Michigan,Storage,1,91.99,88.3104,0.8132934956796734,4.466281613504921,13.176110897817164
2015-02-09,Second Class,Corporate,Texas,Accessories,2,10.4,7.15,0.36675863752005483,1.0908897174016146,88.09279143054643
2015-01-02,Standard Class,Corporate,Ohio,Labels,2,11.84,7.3999999999999995,0.3683388242797027,3.0274507924153653,63.21921609829914
2015-01-02,Standard Class,Corporate,Ohio,Bookcases,5,90.49,139.3546,0.49335095630073894,4.697808841338818,16.283796368919205
2015-01-02,Standard Class,Corporate,Ohio,Phones,3,20.994,25.8926,0.40399808068195175,4.153897558605971,39.854488683253905
